Item;SKU;Descrição;Qtd. Itens;Unid Med;Des Categoria;Peso Liquido;Peso Bruto SKU;Altura;Largura;Comprimento;Volume m3;Qtd. CX Altura;Qtd. CX Lastro;Cod. Barras;Clasificação ABC;Caixa
48D18WSRB000;48D18WSRB000;DOWNLIGHT 18W, SOBREPOR, REDONDO, 6500K ;1;PC;LAMPADA;0,001;0,215;0,24;0,22;0,03;0,001584;6;120;7,89701E+12;;UNIDADE
48D18WSRB000;48D18WSRB000CX ;DOWNLIGHT 18W, SOBREPOR, REDONDO, 6500K ;20;PC;LAMPADA;0,001;5,8;0,24;0,36;0,45;0,03888;6;6;7,89701E+12;;MASTER
48D18WSRB0E0;48D18WSRB0E0CX ;LUMINARIA DE EMBUTIR REDONDA 18W 6500K;20;UN;LAMPADA;0,815;0,1;0,1;0,1;0,1;0,001;6;6;;;MASTER
48D18WSRBM00;48D18WSRBM00;DOWNLIGHT 18W, SOBREPOR, REDONDO, 2700K ;1;PC;LAMPADA;0,001;0,385;0,218;0,21;0,21;0,009614;6;6;7,89701E+12;;UNIDADE
48D18WSRBM00;48D18WSRBM00CX ;DOWNLIGHT 18W, SOBREPOR, REDONDO, 2700K ;20;PC;LAMPADA;0,001;6,47;0,255;0,34;0,47;0,040749;6;7;7,89701E+12;;MASTER
48D18WSRBMP0;48D18WSRBMP0;LUM SOB 18W 3000K  REDONDA PRETA  ;1;PC;COSTURA;0,001;0,239;0,242;0,224;0,241;0,013064;6;120;7,90841E+12;;UNIDADE
48D18WSRBMP0;48D18WSRBMP0CX ;LUM SOB 18W 3000K  REDONDA PRETA  ;20;PC;COSTURA;0,001;5,8;0,24;0,364;0,458;0,040011;6;6;7,90841E+12;;MASTER
48D18WSRBN00;48D18WSRBN00;LUMINARIA LED, TIPO PAINEL DE SOBREPOR R;1;PC;LAMPADA;0,25;0,285;0,225;0,03;0,22;0,013098;6;120;7,90841E+12;;UNIDADE
48D18WSRBN00;48D18WSRBN00CX ;LUMINARIA LED, TIPO PAINEL DE SOBREPOR R;20;PC;LAMPADA;0,25;5,7;0,245;0,345;0,46;0,038882;6;6;7,90841E+12;;MASTER
48D18WSRBP00;48D18WSRBP00;LUM SOB 18W 6500K  REDONDA PRETA  ;1;PC;LAMPADA;0,001;0,265;0,22;0,03;0,22;0,001452;6;36;7,90841E+12;;UNIDADE
48D18WSRBP00;48D18WSRBP00CX ;LUM SOB 18W 6500K  REDONDA PRETA  ;20;PC;LAMPADA;0,001;5,3;0,24;0,365;0,464;0,040646;6;6;7,90841E+12;;MASTER
48D18WSRM0E0;48D18WSRM0E0;DOWLIGHT 18W, SOBREPOR, REDONDO 3000K ;1;UN;LAMPADA;0,001;0,195;0,2;0,2;0,0035;0,00014;240;240;;;UNIDADE
48D18WSRM0E0;48D18WSRM0E0CX ;DOWLIGHT 18W, SOBREPOR, REDONDO 3000K ;20;UN;LAMPADA;0,001;3,9;0,22;0,4;0,42;0,03696;6;6;;;MASTER
48D18WSRWIFI;48D18WSRWIFI;LUM SOBR 18W 3000-6000K  REDONDA WIFI ;1;PC;LAMPADA;1;0,365;0,245;0,022;0,245;0,001321;6;120;7,89701E+12;;UNIDADE
48D18WSRWIFI;48D18WSRWIFI;LUM SOBR 18W 3000-6000K  REDONDA WIFI ;1;PC;LAMPADA;1;0,365;0,245;0,022;0,245;0,001321;6;120;7,89701E+12;;UNIDADE
48D18WSRWIFI;48D18WSRWIFICX ;LUM SOBR 18W 3000-6000K  REDONDA WIFI ;20;PC;LAMPADA;1;7,69;0,237;0,4;0,46;0,043608;6;6;7,89701E+12;;MASTER
48D24WEQB000;48D24WEQB000;LUMINARIA EMBUTIR 24W / 6500K / QUADRADO;1;PC;LAMPADA;1,18;0,265;0,32;0,3;0,03;0,00288;4;80;7,89701E+12;;UNIDADE
48D24WEQB000;48D24WEQB000CX ;LUMINARIA EMBUTIR 24W / 6500K / QUADRADO;20;PC;LAMPADA;1,18;7,6;0,32;0,34;0,62;0,067456;4;4;7,89701E+12;;MASTER
48D24WEQBM00;48D24WEQBM00CX ;LUMINARIA EMBUTIR 24W 2700K QUADRADO  ;20;PC;LAMPADA;1;8,4;0,31;0,34;0,6;0,06324;4;4;7,89701E+12;;MASTER
48D24WEQBM00;48D24WEQBM00UN ;LUMINARIA EMBUTIR 24W 2700K QUADRADO  ;1;PC;LAMPADA;1;0,43;0,3;0,03;0,3;0,0027;4;80;7,89701E+12;;UNIDADE
48D24WEQBM00;48D24WEQBM20;LUMINARIA EMBUTIR 24W 2700K QUADRADO  ;20;PC;LAMPADA;1;8,2;0,33;0,305;0,63;0,06341;4;4;7,89701E+12;;MASTER
48D24WEQBM00;7,89701E+12;LUMINARIA EMBUTIR 24W 2700K QUADRADO  ;1;PC;LAMPADA;1;0,41;0,305;0,025;0,3;0,002288;4;80;7,89701E+12;;UNIDADE
48D24WEQBN00;48D24WEQBN00;LUMINARIA LED, TIPO PAINEL DE EMBUTIR QU;1;PC;LAMPADA;0,25;0,265;0,305;0,3;0,03;0,002745;4;80;7,90841E+12;;UNIDADE
48D24WEQBN00;48D24WEQBN00CX ;LUMINARIA LED, TIPO PAINEL DE EMBUTIR QU;20;PC;LAMPADA;0,25;7,6;0,32;0,34;0,62;0,067456;4;4;7,90841E+12;;MASTER
48D24WEQBP00;48D24WEQBP00;LUM EMB 24W 6500K QUADRADA PRETA  ;1;PC;LAMPADA;0,001;0,464;0,3;0,03;0,325;0,002925;4;80;7,90841E+12;;UNIDADE
48D24WEQBP00;48D24WEQBP00CX ;LUM EMB 24W 6500K QUADRADA PRETA  ;20;PC;LAMPADA;0,001;9,3;0,32;0,35;0,62;0,06944;4;4;7,90841E+12;;MASTER
48D24WEQWIFI;48D24WEQWIFI;LUM EMB 24W 3000-6000K  QUADRADA WIFI ;1;PC;LAMPADA;1;0,73;0,34;0,03;0,304;0,003101;4;40;7,90841E+12;;UNIDADE
48D24WEQWIFI;48D24WEQWIFICX ;LUM EMB 24W 3000-6000K  QUADRADA WIFI ;10;PC;LAMPADA;1;7,3;0,36;0,325;0,33;0,03861;4;8;7,90841E+12;;MASTER
48D24WERB000;48D24WERB000;LUMINARIA EMBUTIR 24W / 6500K / REDONDA ;1;PC;LAMPADA;0,001;0,28;0,32;0,3;0,03;0,00288;4;80;7,89701E+12;;UNIDADE
48D24WERB000;48D24WERB000CX ;LUMINARIA EMBUTIR 24W / 6500K / REDONDA ;20;PC;LAMPADA;0,001;8,04;0,32;0,32;0,62;0,063488;4;4;7,89701E+12;;MASTER
48D24WERBM00;48D24WERBM00;LUMINARIA LED, TIPO PAINEL DE SOBREPOR;1;PC;LAMPADA;0,001;0,4;0,35;0,03;0,35;0,003675;4;80;7,89701E+12;;UNIDADE
48D24WERBM00;48D24WERBM20;LUMINARIA LED, TIPO PAINEL DE SOBREPOR;20;PC;LAMPADA;0,001;8;0,32;0,34;0,62;0,067456;4;4;7,89701E+12;;MASTER
48D24WERBMP0;48D24WERBMP0;LUM EMB 24W 3000K REDONDA PRETA   ;1;PC;LAMPADA;0,001;0,34;0,3;0,03;0,325;0,002925;4;80;7,90841E+12;;UNIDADE
48D24WERBMP0;48D24WERBMP0CX ;LUM EMB 24W 3000K REDONDA PRETA   ;20;PC;LAMPADA;0,001;8,4;0,324;0,342;0,625;0,069255;4;4;7,90841E+12;;MASTER
48D24WERBN00;48D24WERBN00;LUMINARIA LED, TIPO PAINEL DE EMBUTIR, N;1;PC;LAMPADA;0,25;0,354;0,3;0,326;0,326;0,031883;4;80;7,90841E+12;;UNIDADE
48D24WERBN00;48D24WERBN00CX ;LUMINARIA LED, TIPO PAINEL DE EMBUTIR, N;20;PC;LAMPADA;0,25;8,04;0,325;0,336;0,62;0,067704;4;4;7,90841E+12;;MASTER
48D24WERBP00;48D24WERBP00;LUM EMB 24W 6500K REDONDA PRETA   ;1;PC;LAMPADA;0,001;0,378;0,31;0,29;0,03;0,002697;4;80;7,90841E+12;;UNIDADE
48D24WERBP00;48D24WERBP00CX ;LUM EMB 24W 6500K REDONDA PRETA   ;20;PC;LAMPADA;0,001;8,9;0,315;0,37;0,59;0,068765;4;4;7,90841E+12;;MASTER
48D24WERWIFI;48D24WERWIFI;LUM EMB 24W 3000-6000K  REDONDA WIFI  ;1;PC;LAMPADA;1;0,558;0,035;0,031;0,03;0,000033;4;80;;;UNIDADE
48D24WERWIFI;48D24WERWIFICX ;LUM EMB 24W 3000-6000K  REDONDA WIFI  ;10;PC;LAMPADA;1;6,1;0,365;0,32;0,314;0,036675;4;8;;;MASTER
48D24WERWIFI;48D24WERWIFICX ;LUM EMB 24W 3000-6000K  REDONDA WIFI  ;10;PC;LAMPADA;1;6,1;0,365;0,32;0,314;0,036675;4;8;;;MASTER
48D24WSQB000;48D24WSQB000;LUMINARIA SOBREPOR 24W /6500K/QUADRADO;1;PC;LAMPADA;0,001;0,388;0,27;0,33;0,03;0,002673;4;100;7,89701E+12;;UNIDADE
48D24WSQB000;48D24WSQB000CX ;LUMINARIA SOBREPOR 24W /6500K/QUADRADO;20;PC;LAMPADA;0,001;10;0,31;0,36;0,6;0,06696;4;5;7,89701E+12;;MASTER
48D24WSQB000;48D24WSQB000CX18;LUMINARIA SOBREPOR 24W /6500K/QUADRADO;18;PC;LAMPADA;0,001;4,8;0,32;0,39;0,61;0,076128;4;4;7,89701E+12;;INNER
48D24WSQB000;48D24WSQB0003  ;LUMINARIA SOBREPOR 24W /6500K/QUADRADO;3;PC;LAMPADA;0,001;0,1;0,1;0,1;0,1;0,001;2;8;7,89701E+12;;MASTER
48D24WSQBM00;48D24WSQBM00;LUMINARIA SOBREPOR 24W 2700K QUADRADO ;1;PC;LAMPADA;1;0,365;0,29;0,29;0,003;0,000252;4;100;;;UNIDADE
48D24WSQBM00;48D24WSQBM20-CX;LUMINARIA SOBREPOR 24W 2700K QUADRADO ;20;PC;LAMPADA;1;9,4;0,32;0,38;0,61;0,074176;4;5;;;MASTER
48D24WSQBM00;7,89701E+12;LUMINARIA SOBREPOR 24W 2700K QUADRADO ;1;PC;LAMPADA;1;0,85;0,29;0,03;0,29;0,002523;4;100;;;UNIDADE
48D24WSQBMP0;48D24WSQBMP0;LUM SOB 24W 3000K QUADRADA PRETA  ;1;PC;LAMPADA;0,001;0,5;0,29;0,03;0,244;0,002123;4;80;7,90841E+12;;UNIDADE
48D24WSQBMP0;48D24WSQBMP0CX ;LUM SOB 24W 3000K QUADRADA PRETA  ;20;PC;LAMPADA;0,001;10;0,31;0,36;0,61;0,068765;4;4;7,90841E+12;;MASTER
48D24WSQBN00;48D24WSQBN00;LUMINARIA LED, TIPO PAINEL DE SOBREPOR Q;1;PC;LAMPADA;0,25;0,28;0,29;0,28;0,03;0,002436;4;80;7,90841E+12;;UNIDADE
48D24WSQBN00;48D24WSQBN00CX ;LUMINARIA LED, TIPO PAINEL DE SOBREPOR Q;20;PC;LAMPADA;0,25;7,8;0,31;0,34;0,596;0,062818;4;4;7,90841E+12;;MASTER
48D24WSQBP00;48D24WSQBP00;Lampada9;1;PC;COSTURA;0,001;0,28;0,29;0,28;0,03;0,002436;4;80;7,90841E+12;;UNIDADE
48D24WSQBP00;48D24WSQBP00CX ;LAMPADA9;20;PC;COSTURA;0,001;7,26;0,31;0,34;0,6;0,06324;4;4;7,90841E+12;;MASTER
48D24WSQWIFI;48D24WSQWIFI;LUM SOBR 24W 3000-6000K  QUADRADA WIFI;1;PC;LAMPADA;1;0,58;0,29;0,3;0,035;0,003045;4;90;7,90841E+12;;UNIDADE
48D24WSQWIFI;48D24WSQWIFICX ;LUM SOBR 24W 3000-6000K  QUADRADA WIFI;10;PC;LAMPADA;1;7,4;0,32;0,31;0,37;0,036704;4;9;7,90841E+12;;MASTER
48D24WSQWIFI;48D24WSQWIFICX ;LUM SOBR 24W 3000-6000K  QUADRADA WIFI;10;PC;LAMPADA;1;7,4;0,32;0,31;0,37;0,036704;4;9;7,90841E+12;;MASTER
48D24WSRB000;48D24WSRB000;LUMINARIA SOBREPOR 24W / 6500K / REDONDA;1;PC;LAMPADA;0,001;0,24;0,29;0,29;0,03;0,002523;4;80;7,89701E+12;;UNIDADE
48D24WSRB000;48D24WSRB000CX ;LUMINARIA SOBREPOR 24W / 6500K / REDONDA;20;PC;LAMPADA;0,001;7,13;0,31;0,36;0,6;0,06696;4;4;7,89701E+12;;MASTER
48D24WSRBM00;48D24WSRBM00;LUMINARIA LED, TIPO PAINEL DE EMBUTIR ;1;PC;LAMPADA;0,001;0,37;0,3;0,3;0,32;0,0288;4;80;7,89701E+12;;UNIDADE
48D24WSRBM00;48D24WSRBM00CX ;LUMINARIA LED, TIPO PAINEL DE EMBUTIR ;20;PC;LAMPADA;0,001;5,8;0,33;0,37;0,61;0,074481;4;4;7,89701E+12;;MASTER
48D24WSRBMP0;48D24WSRBMP0;LUM SOB 24W 3000K REDONDA PRETA   ;1;PC;LAMPADA;0,001;0,344;0,31;0,291;0,31;0,027965;4;80;7,90841E+12;;UNIDADE
48D24WSRBMP0;48D24WSRBMP0CX ;LUM SOB 24W 3000K REDONDA PRETA   ;20;PC;LAMPADA;0,001;8,9;0,309;0,364;0,605;0,068048;4;4;7,90841E+12;;MASTER
48D24WSRBN00;48D24WSRBN00;LUMINARIA LED, TIPO PAINEL DE SOBREPOR R;1;PC;LAMPADA;0,25;0,397;0,29;0,03;0,29;0,002523;4;80;;;UNIDADE
48D24WSRBN00;48D24WSRBN00CX ;LUMINARIA LED, TIPO PAINEL DE SOBREPOR R;20;PC;LAMPADA;0,25;8,9;0,305;0,36;0,595;0,065331;4;4;;;MASTER
48D24WSRBP00;48D24WSRBP00;LUM SOB 24W 6500K REDONDA PRETA   ;1;PC;COSTURA;0,001;0,378;0,31;0,29;0,03;0,002697;4;80;;;UNIDADE
48D24WSRBP00;48D24WSRBP00CX ;LUMINARIA  ;20;PC;COSTURA;0,001;8,9;0,315;0,37;0,59;0,068765;4;4;;;MASTER
48D24WSRWIFI;48D24WSRWIFI;LUM SOBR 24W 3000-6000K  REDONDA WIFI ;1;PC;LAMPADA;1;0,588;0,3;0,0295;0,3;0,002655;4;60;7,90841E+12;;UNIDADE
48D24WSRWIFI;48D24WSRWIFI;LUM SOBR 24W 3000-6000K  REDONDA WIFI ;1;PC;LAMPADA;1;0,588;0,3;0,0295;0,3;0,002655;4;60;7,90841E+12;;UNIDADE
48D24WSRWIFI;48D24WSRWIFICX ;LUM SOBR 24W 3000-6000K  REDONDA WIFI ;10;PC;LAMPADA;1;6,3;0,315;0,21;0,602;0,039822;4;6;7,90841E+12;;MASTER
48D63WEQB000;48D63WEQB000;LUM EMB, 3STEPS, QUAD, 6+3W, 6500+6500K ;1;PC;LAMPADA;0,337;0,3125;0,04;0,17;0,16;0,001088;6;120;;;UNIDADE
48D63WEQB000;48D63WEQB000CX ;LUM EMB, 3STEPS, QUAD, 6+3W, 6500+6500K ;40;PC;LAMPADA;0,337;12,5;0,37;0,34;0,46;0,057868;3;6;;;MASTER
48D63WERB000;48D63WERB000;LUM EMB,3STEPS,REDON,6+3W,6500+6500K  ;1;PC;LAMPADA;0,31;0,26;0,17;0,16;0,04;0,001088;8;280;;;UNIDADE
48D63WERB000;48D63WERB000CX ;LUM EMB,3STEPS,REDON,6+3W,6500+6500K  ;40;PC;LAMPADA;0,31;10,9;0,37;0,335;0,45;0,055778;4;7;;;MASTER
48D6WEQB0000;48D6WEQB0000;DOWNLIGHT 6W, EMBUTIR, QUADRADO, 6500K;1;PC;LAMPADA;0,265;0,106;0,12;0,03;0,13;0,000468;10;200;7,89701E+12;;UNIDADE
48D6WEQB0000;48D6WEQB0000CX ;DOWNLIGHT 6W, EMBUTIR, QUADRADO, 6500K;40;PC;LAMPADA;0,265;4,25;0,27;0,26;0,34;0,023868;5;10;7,89701E+12;;MASTER
48D6WEQBM000;48D6WEQBM000;DOWNLIGHT 6W, EMBUTIR, QUADRADO, 2700K;1;PC;LAMPADA;0,001;0,115;0,125;0,125;0,024;0,000375;10;200;7,89701E+12;;UNIDADE
48D6WEQBM000;48D6WEQBM000CX ;DOWNLIGHT 6W, EMBUTIR, QUADRADO, 2700K;40;PC;LAMPADA;0,001;4,6;0,275;0,265;0,34;0,024778;5;10;7,89701E+12;;MASTER
48D6WERB0000;48D6WERB0000CX ;DOWNLIGHT 6W, EMBUTIR, REDONDO, 6500K ;40;PC;LAMPADA;0,23;6,25;0,2;0,31;0,51;0,03162;6;12;7,89701E+12;;MASTER
48D6WERB0000;48D6WERB0000;DOWNLIGHT 6W, EMBUTIR, REDONDO, 6500K ;1;PC;LAMPADA;0,23;0,153;0,19;0,03;0,12;0,000684;5;500;7,89701E+12;;UNIDADE
48D6WERBM000;48D6WERBM000;DOWNLIGHT 6W, EMBUTIR, REDONDO, 2700K ;1;PC;LAMPADA;0,001;0,115;0,12;0,03;0,12;0,000432;10;200;7,89701E+12;;UNIDADE
48D6WERBM000;48D6WERBM000CX ;DOWNLIGHT 6W, EMBUTIR, REDONDO, 2700K ;40;PC;LAMPADA;0,001;4,6;0,28;0,26;0,34;0,024752;5;10;7,89701E+12;;MASTER
48ECOSPQBM00;48ECOSPQBM00;ECOSPOT LED EMB.QD.5W BIV,3000K,C/LENT;1;PC;LAMPADA;0,1;0,78;0,15;0,12;0,12;0,00216;12;150;;;UNIDADE
48ECOSPQBM00;48ECOSPQBM00CX ;ECOSPOT LED EMB.QD.5W BIV,3000K,C/LENT;40;PC;LAMPADA;0,1;4,2;0,25;0,345;0,6;0,05175;6;6;;;MASTER
48ECOSPQBM00;48ECOSPQBM00INNER        ;ECOSPOT LED EMB.QD.5W BIV,3000K,C/LENT;10;PC;LAMPADA;0,1;0,913;0,25;0,325;0,14;0,011375;6;30;;;INNER
48ESPSOL0000;48ESPSOL0000;ESPETO SOLAR 0,8W 39LM 3000K      ;1;PC;LAMPADA;0,1;0,365;0,15;0,13;0,09;0,001755;6;70;7,90841E+12;;UNIDADE
48ESPSOL0000;48ESPSOL0000CX ;ESPETO SOLAR 0,8W 39LM 3000K      ;20;PC;LAMPADA;0,1;7,3;0,32;0,29;0,5;0,0464;4;7;7,90841E+12;;MASTER
48FCAPACOB00;48FCAPACOB00;TAMPA DE ACABAMENTO FINAL PARA FITA LED ;1;CX;LAMPADA;0,001;0,001;0,001;0,001;0,001;0;2;8;;;UNIDADE
48FCAPACOB00;48FCAPACOB00-100UN       ;TAMPA DE ACABAMENTO FINAL PARA FITA LED ;100;CX;LAMPADA;0,001;0,001;0,001;0,001;0,001;0;2;8;;;MASTER
48FCAPACOB00;48FCAPACOB00-100UN       ;TAMPA DE ACABAMENTO FINAL PARA FITA LED ;100;CX;LAMPADA;0,001;0,001;0,001;0,001;0,001;0;2;8;;;MASTER
48FCAPANEO00;48FCAPANEO00;TAMPA DE ACABAMENTO FINAL PARA FITA LED ;1;CX;LAMPADA;0,001;0,001;0,001;0,001;0,001;0;2;8;;;UNIDADE
48FCAPANEO00;48FCAPANEO00IN ;TAMPA DE ACABAMENTO FINAL PARA FITA LED ;100;CX;LAMPADA;0,001;0,132;0,05;0,15;0,2;0,0015;2;8;;;MASTER
48FCAPASMD00;48FCAPASMD00-100PC       ;TAMPA ACAB.PARA FITA LED 120D 127V/220V ;100;PC;LAMPADA;0;0,001;0,001;0,001;0,001;0;2;8;;;MASTER
48FCAPASMD00;48FCAPASMD00-100UN       ;TAMPA ACAB.PARA FITA LED 120D 127V/220V ;100;PC;LAMPADA;0;0,01;0,01;0,01;0,01;0,000001;2;8;;;MASTER
48FCAPASMD00;48FCAPASMD00;TAMPA DE ACABAMENTO FINAL PARA FITA LED ;1;PC;LAMPADA;0;0,001;0,001;0,001;0,001;0;2;8;;;UNIDADE
48FCOBF127R0;48FCOBF127R0;FITA LED DECORATIVA 6500K COB IP65 50 ME;1;CX;LAMPADA;0,001;3,5;0,09;0,2;0,2;0,0036;2;8;;;UNIDADE
48FCOBF220R0;48FCOBF220R0;FITA LED DECORATIVA 6500K COB IP65 50 ME;1;CX;LAMPADA;0,001;3,5;0,11;0,285;0,29;0,009092;2;8;;;UNIDADE
48FCOBF24C13;48FCOBF24C13CX ;FITA LED DECORATIVA 6500K COB IP20 5 MET;100;CX;LAMPADA;0,001;0,1;0,1;0,1;0,1;0,001;10;10;7,90841E+12;;MASTER
48FCOBF24C13;48FCOBF24C13;FITA LED DECORATIVA 6500K COB IP20 5 MET;1;CX;LAMPADA;0,001;0,001;0,001;0,001;0,001;0;2;8;7,90841E+12;;UNIDADE
48FCOBF24C19;48FCOBF24C19;FITA LED DECORATIVA 6500K COB IP20 5 MET;100;CX;LAMPADA;0,001;9,8;0,033;0,0335;0,041;0,000045;10;8;7,90841E+12;;MASTER
48FCOBF24C19;48FCOBF24C19UN ;FITA LED DECORATIVA 6500K COB IP20 5 MET;1;CX;LAMPADA;0,001;0,098;0,0155;0,0155;0,02;0,000005;2;8;7,90841E+12;;UNIDADE
48FCOBF24R09;48FCOBF24R09;FITA LED DECORATIVA 6500K COB IP20 5 MET;1;CX;LAMPADA;0,001;0,091;0,155;0,155;0,02;0,000481;150;150;;;UNIDADE
48FCOBF24R09;48FCOBF24R09CX ;FITA LED DECORATIVA 6500K COB IP20 5 MET;100;CX;LAMPADA;0,001;6,1;0,335;0,335;0,41;0,046012;15;15;;;MASTER
48FCOBM127R0;48FCOBM127R0;FITA LED DECORATIVA 3000K COB IP65 50 ME;1;CX;LAMPADA;0,001;0,001;0,001;0,001;0,001;0;2;8;;;UNIDADE
48FCOBM220R0;48FCOBM220R0;FITA LED DECORATIVA 3000K COB IP65 50 ME;1;CX;LAMPADA;0,001;0,001;0,001;0,001;0,001;0;2;8;;;UNIDADE
48FCOBM24C13;48FCOBM24C13;FITA LED DECORATIVA 3000K COB IP20 5 MET;1;CX;LAMPADA;0,001;0,098;0,155;0,155;0,02;0,000481;200;200;;;UNIDADE
48FCOBM24C13;48FCOBM24C13CX ;FITA LED DECORATIVA 3000K COB IP20 5 MET;100;CX;LAMPADA;0,001;9,8;0,335;0,335;0,41;0,046012;200;200;;;MASTER
48FCOBM24C19;48FCOBM24C19;FITA LED DECORATIVA 3000K COB IP20 5 MET;1;CX;LAMPADA;0,001;0,001;0,001;0,001;0,001;0;200;200;7,90841E+12;;UNIDADE
48FCOBM24C19;48FCOBM24C19CX ;FITA LED DECORATIVA 3000K COB IP20 5 MET;20;CX;LAMPADA;0,001;1;0,1;0,1;0,1;0,001;8;8;7,90841E+12;;MASTER
48FCOBM24R09;48FCOBM24R09;FITA LED DECORATIVA 3000K COB IP20 5 MET;1;CX;LAMPADA;0,001;0,001;0,001;0,001;0,001;0;200;200;;;UNIDADE
48FCOBM24R09;48FCOBM24R09CX ;FITA LED DECORATIVA 3000K COB IP20 5 MET;100;CX;LAMPADA;0,001;0,1;0,1;0,1;0,1;0,001;2;8;;;MASTER
48FCOBN127R0;48FCOBN127R0;FITA LED DECORATIVA 4000K COB IP65 50 ME;1;CX;LAMPADA;0,001;3,5;0,11;0,285;0,29;0,009092;2;8;;;UNIDADE
48FCOBN220R0;48FCOBN220R0;FITA LED DECORATIVA 4000K COB IP65 50 ME;1;CX;LAMPADA;0,001;3,5;0,11;0,285;0,29;0,009092;2;8;;;UNIDADE
48FCOBN24C13;48FCOBN24C13;FITA LED DECORATIVA 4000K COB IP20 5 MET;1;CX;LAMPADA;0,001;0,098;0,155;0,155;0,02;0,000481;200;200;7,90841E+12;;UNIDADE
48FCOBN24C13;48FCOBN24C13CX ;FITA LED DECORATIVA 4000K COB IP20 5 MET;100;CX;LAMPADA;0,001;9,8;0,335;0,335;0,41;0,046012;200;100;7,90841E+12;;MASTER
48FCOBN24C19;48FCOBN24C19;FITA LED DECORATIVA 4000K COB IP20 5 MET;1;CX;LAMPADA;0,001;0,001;0,001;0,001;0,001;0;2;8;7,90841E+12;;UNIDADE
48FCOBN24R09;48FCOBN24R09;FITA LED DECORATIVA 4000K COB IP20 5 MET;1;CX;LAMPADA;0,001;0,001;0,001;0,001;0,001;0;2;8;;;UNIDADE
48FCONECOB00;48FCONECOB00;CONECTOR PARA FITA LED COB PARA TENSOES ;1;CX;LAMPADA;0,001;0,001;0,001;0,001;0,001;0;2;8;;;UNIDADE
48FCONECOB00;48FCONECOB00CX ;CONECTOR PARA FITA LED COB PARA TENSOES ;1500;CX;LAMPADA;0,001;1;1;1;1;1;2;8;;;MASTER
48FCONECOB00;48FCONECOB00UN ;CONECTOR PARA FITA LED COB PARA TENSOES ;100;CX;LAMPADA;0,001;1;1;0,1;1;0,1;2;8;;;MASTER
48FCONENEO00;48FCONENEO00;CONECTOR PARA FITA LED NEON PARA TENSOES;1;CX;LAMPADA;0,001;0,001;0,001;0,001;0,001;0;2;8;;;UNIDADE
48FCONENEO00;48FCONENEO00IN ;CONECTOR PARA FITA LED NEON PARA TENSOES;100;CX;LAMPADA;0,001;0,358;0,06;0,12;0,25;0,0018;2;8;;;INNER
48FCONESMD00;48FCONESMD00CX ;CONECTOR PARA FITA LED 120D 127V/220V ;3000;PC;LAMPADA;0;0,1;0,1;0,1;0,1;0,001;2;8;;;MASTER
48FCONESMD00;48FCONESMD00;CONECTOR PARA FITA LED 120D PARA TENSOES;1;PC;LAMPADA;0;0,001;0,001;0,001;0,001;0;2;8;;;UNIDADE
48FCONESMD00;48FCONESMD00IN ;CONECTOR PARA FITA LED 120D PARA TENSOES;100;PC;LAMPADA;0;0,367;0,05;0,1;0,15;0,00075;2;8;;;INNER
48FITAWIFI00;48FITAWIFI00;FITA LED INTELIGENTE DECORATIVA, WIFI, R;1;PC;LAMPADA;0,001;0,386;0,21;0,19;0,075;0,007581;12;60;7,90841E+12;;UNIDADE
48FITAWIFI00;48FITAWIFI00CX ;FITA LED INTELIGENTE DECORATIVA, WIFI, R;15;PC;LAMPADA;0,001;5,5;0,21;0,355;0,41;0,030566;8;8;7,90841E+12;;MASTER
48FITAWIFI00;48FITAWIFI00-CX20        ;FITA LED INTELIGENTE DECORATIVA, WIFI, R;20;PC;LAMPADA;0,001;0,01;0,01;0,01;0,01;0,000001;8;8;7,90841E+12;;MASTER
48FLED5MRG68;48FLED5MRG68CX ;FITA LED DE 5 METROS,60 LEDS/M,IP68,505014,4 W/M, COR RGB      ;5;PC;LAMPADA;0,001;3,9;0,23;0,3;0,385;0,026565;8;5;7,89701E+12;;MASTER
48FLED5MRG68;48FLED5MRG68;FITA LED DE 5 METROS,60 LEDS/M,IP68,505014,4 W/M, COR RGB      ;1;PC;LAMPADA;0,001;0,67;0,113;0,21;0,21;0,004983;5;40;7,89701E+12;;UNIDADE
48FLQD10BF01;48FLQD10BF01;PAINEL LED INFINITI QUAD 10W BIV 6500K;1;PC;LAMPADA;0,001;0,208;0,125;0,5;0,148;0,00925;8;120;;;UNIDADE
48FLQD10BF01;48FLQD10BF01CX ;PAINEL LED INFINITI QUAD 10W BIV 6500K;60;PC;LAMPADA;0,001;13,3;0,29;0,46;0,525;0,070035;5;4;;;MASTER
48FLQD10BM01;48FLQD10BM01CX ;PAINEL LED INFINITI QUAD 10W BIV 3000K;60;PC;LAMPADA;0,001;13;0,28;0,46;0,52;0,066976;5;4;;;MASTER
48FLQD10BM01;48FLQD10BM01;PAINEL LED INFINITI QUAD 10W BIV 3000K;1;PC;LAMPADA;0,001;0,208;0,125;0,5;0,148;0,00925;2;8;;;UNIDADE
48FLQD15BF01;48FLQD15BF01;PAINEL LED INFINITI QUAD15W BIV 6500K WT;1;PC;LAMPADA;0,285;0,266;0,15;0,5;0,172;0,0129;5;40;;;UNIDADE
48FLQD15BF01;48FLQD15BF01CX ;PAINEL LED INFINITI QUAD15W BIV 6500K WT;60;PC;LAMPADA;0,285;4,6;0,29;0,31;0,595;0,053491;5;5;;;MASTER
